[2026-02-12 14:28:50] [INFO    ] discord.client: logging in using static token
[2026-02-12 14:30:49] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-02-12 14:30:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:30:36.050000+00:00', 'pinned': False, 'nonce': '1471513888246726656', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-18T22:46:41.081000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513828209463317', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!stockticker lookTicker', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'eyesbot', 'public_flags': 0, 'primary_guild': None, 'id': '1288620605905834026', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '6726c8c8cf5ca85d7974a47ae105b9fb'}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:30:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:30:50] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:30:50] [DEBUG   ] discord.client: Dispatching event command
[2026-02-12 14:30:50] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-02-12 14:30:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:30:38.920000+00:00', 'pinned': False, 'nonce': '250125559272711927', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513840247246959', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.39, close - 275.5, bid - 274.32\nSOFI last price - 20.6, close - 20.55, bid - 20.6\nTSLA last price - 433.23, close - 428.27, bid - 433.16\nNVDA last price - 193.17, close - 190.05, bid - 193.09\nAMD last price - 215.46, close - 213.58, bid - 215.26', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:30:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:30:53] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:30:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.39, close - 275.5, bid - 274.32\nSOFI last price - 20.6, close - 20.55, bid - 20.6\nTSLA last price - 433.23, close - 428.27, bid - 433.16\nNVDA last price - 193.17, close - 190.05, bid - 193.09\nAMD last price - 215.46, close - 213.58, bid - 215.26","components":[],"nonce":"250125559272711927","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:30:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.39, close - 275.5, bid - 274.32\nSOFI last price - 20.6, close - 20.55, bid - 20.6\nTSLA last price - 433.23, close - 428.27, bid - 433.16\nNVDA last price - 193.17, close - 190.05, bid - 193.09\nAMD last price - 215.46, close - 213.58, bid - 215.26', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:30:38.920000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513840247246959', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '250125559272711927'}
[2026-02-12 14:30:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:30:43.845000+00:00', 'pinned': False, 'nonce': '2290712105025982771', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513860904059102', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.45, close - 275.5, bid - 274.17\nSOFI last price - 20.58, close - 20.55, bid - 20.58\nTSLA last price - 433.21, close - 428.27, bid - 433.25\nNVDA last price - 193.1, close - 190.05, bid - 192.81\nAMD last price - 215.65, close - 213.58, bid - 215.39', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:30:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:30:58] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:30:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.45, close - 275.5, bid - 274.17\nSOFI last price - 20.58, close - 20.55, bid - 20.58\nTSLA last price - 433.21, close - 428.27, bid - 433.25\nNVDA last price - 193.1, close - 190.05, bid - 192.81\nAMD last price - 215.65, close - 213.58, bid - 215.39","components":[],"nonce":"2290712105025982771","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:30:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.45, close - 275.5, bid - 274.17\nSOFI last price - 20.58, close - 20.55, bid - 20.58\nTSLA last price - 433.21, close - 428.27, bid - 433.25\nNVDA last price - 193.1, close - 190.05, bid - 192.81\nAMD last price - 215.65, close - 213.58, bid - 215.39', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:30:43.845000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513860904059102', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2290712105025982771'}
[2026-02-12 14:31:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:30:48.639000+00:00', 'pinned': False, 'nonce': '1647400073427835405', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513881011814453', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.18, close - 275.5, bid - 274.29\nSOFI last price - 20.58, close - 20.55, bid - 20.57\nTSLA last price - 433.12, close - 428.27, bid - 433.0\nNVDA last price - 192.78, close - 190.05, bid - 192.58\nAMD last price - 215.75, close - 213.58, bid - 215.63', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:03] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:03] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.18, close - 275.5, bid - 274.29\nSOFI last price - 20.58, close - 20.55, bid - 20.57\nTSLA last price - 433.12, close - 428.27, bid - 433.0\nNVDA last price - 192.78, close - 190.05, bid - 192.58\nAMD last price - 215.75, close - 213.58, bid - 215.63","components":[],"nonce":"1647400073427835405","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:03] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.18, close - 275.5, bid - 274.29\nSOFI last price - 20.58, close - 20.55, bid - 20.57\nTSLA last price - 433.12, close - 428.27, bid - 433.0\nNVDA last price - 192.78, close - 190.05, bid - 192.58\nAMD last price - 215.75, close - 213.58, bid - 215.63', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:30:48.639000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513881011814453', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1647400073427835405'}
[2026-02-12 14:31:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:30:53.636000+00:00', 'pinned': False, 'nonce': '9054229358593046841', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513901970620578', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - nan, close - nan, bid - nan\nSOFI last price - 20.56, close - 20.55, bid - 20.56\nTSLA last price - 433.04, close - 428.27, bid - 433.26\nNVDA last price - 192.6, close - 190.05, bid - 192.64\nAMD last price - 216.78, close - 213.58, bid - 216.58', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:08] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - nan, close - nan, bid - nan\nSOFI last price - 20.56, close - 20.55, bid - 20.56\nTSLA last price - 433.04, close - 428.27, bid - 433.26\nNVDA last price - 192.6, close - 190.05, bid - 192.64\nAMD last price - 216.78, close - 213.58, bid - 216.58","components":[],"nonce":"9054229358593046841","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - nan, close - nan, bid - nan\nSOFI last price - 20.56, close - 20.55, bid - 20.56\nTSLA last price - 433.04, close - 428.27, bid - 433.26\nNVDA last price - 192.6, close - 190.05, bid - 192.64\nAMD last price - 216.78, close - 213.58, bid - 216.58', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:30:53.636000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513901970620578', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9054229358593046841'}
[2026-02-12 14:31:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 19.
[2026-02-12 14:31:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-02-12 14:31:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:30:58.544000+00:00', 'pinned': False, 'nonce': '2601649242744777422', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513922556133456', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.51, close - 275.5, bid - 274.46\nSOFI last price - 20.55, close - 20.55, bid - 20.54\nTSLA last price - 433.28, close - 428.27, bid - 433.52\nNVDA last price - 192.64, close - 190.05, bid - 192.75\nAMD last price - 217.4, close - 213.58, bid - 217.03', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:13] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.51, close - 275.5, bid - 274.46\nSOFI last price - 20.55, close - 20.55, bid - 20.54\nTSLA last price - 433.28, close - 428.27, bid - 433.52\nNVDA last price - 192.64, close - 190.05, bid - 192.75\nAMD last price - 217.4, close - 213.58, bid - 217.03","components":[],"nonce":"2601649242744777422","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.51, close - 275.5, bid - 274.46\nSOFI last price - 20.55, close - 20.55, bid - 20.54\nTSLA last price - 433.28, close - 428.27, bid - 433.52\nNVDA last price - 192.64, close - 190.05, bid - 192.75\nAMD last price - 217.4, close - 213.58, bid - 217.03', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:30:58.544000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513922556133456', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2601649242744777422'}
[2026-02-12 14:31:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:03.331000+00:00', 'pinned': False, 'nonce': '8427865416198668808', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513942634270846', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.34, close - 275.5, bid - 274.3\nSOFI last price - 20.53, close - 20.55, bid - 20.53\nTSLA last price - 433.61, close - 428.27, bid - 433.19\nNVDA last price - 192.78, close - 190.05, bid - 192.79\nAMD last price - 216.99, close - 213.58, bid - 216.98', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:18] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.34, close - 275.5, bid - 274.3\nSOFI last price - 20.53, close - 20.55, bid - 20.53\nTSLA last price - 433.61, close - 428.27, bid - 433.19\nNVDA last price - 192.78, close - 190.05, bid - 192.79\nAMD last price - 216.99, close - 213.58, bid - 216.98","components":[],"nonce":"8427865416198668808","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.34, close - 275.5, bid - 274.3\nSOFI last price - 20.53, close - 20.55, bid - 20.53\nTSLA last price - 433.61, close - 428.27, bid - 433.19\nNVDA last price - 192.78, close - 190.05, bid - 192.79\nAMD last price - 216.99, close - 213.58, bid - 216.98', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:03.331000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513942634270846', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8427865416198668808'}
[2026-02-12 14:31:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:08.181000+00:00', 'pinned': False, 'nonce': '6095317181634574888', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513962976645347', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.3, close - 275.5, bid - 274.22\nSOFI last price - 20.52, close - 20.55, bid - 20.53\nTSLA last price - 433.42, close - 428.27, bid - 431.55\nNVDA last price - 192.82, close - 190.05, bid - 192.62\nAMD last price - 215.91, close - 213.58, bid - 215.6', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:22] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:22] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.3, close - 275.5, bid - 274.22\nSOFI last price - 20.52, close - 20.55, bid - 20.53\nTSLA last price - 433.42, close - 428.27, bid - 431.55\nNVDA last price - 192.82, close - 190.05, bid - 192.62\nAMD last price - 215.91, close - 213.58, bid - 215.6","components":[],"nonce":"6095317181634574888","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:22] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.3, close - 275.5, bid - 274.22\nSOFI last price - 20.52, close - 20.55, bid - 20.53\nTSLA last price - 433.42, close - 428.27, bid - 431.55\nNVDA last price - 192.82, close - 190.05, bid - 192.62\nAMD last price - 215.91, close - 213.58, bid - 215.6', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:08.181000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513962976645347', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6095317181634574888'}
[2026-02-12 14:31:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:13.009000+00:00', 'pinned': False, 'nonce': '14845889574054106482', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471513983227003021', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.28, close - 275.5, bid - 274.21\nSOFI last price - 20.52, close - 20.55, bid - 20.51\nTSLA last price - 431.57, close - 428.27, bid - 431.4\nNVDA last price - 192.68, close - 190.05, bid - 192.98\nAMD last price - 215.8, close - 213.58, bid - 215.74', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:27] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.28, close - 275.5, bid - 274.21\nSOFI last price - 20.52, close - 20.55, bid - 20.51\nTSLA last price - 431.57, close - 428.27, bid - 431.4\nNVDA last price - 192.68, close - 190.05, bid - 192.98\nAMD last price - 215.8, close - 213.58, bid - 215.74","components":[],"nonce":"14845889574054106482","enforce_nonce":true,"tts":false} has returned 200
[2026-02-12 14:31:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages has received {'type': 0, 'content': 'AAPL last price - 274.28, close - 275.5, bid - 274.21\nSOFI last price - 20.52, close - 20.55, bid - 20.51\nTSLA last price - 431.57, close - 428.27, bid - 431.4\nNVDA last price - 192.68, close - 190.05, bid - 192.98\nAMD last price - 215.8, close - 213.58, bid - 215.74', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-12T14:31:13.009000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1471513983227003021', 'channel_id': '1440473315608363060', 'author': {'id': '1440635833840439366', 'username': 'test?', 'avatar': None, 'discriminator': '2603', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14845889574054106482'}
[2026-02-12 14:31:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-12T14:31:17.845000+00:00', 'pinned': False, 'nonce': '10979674216135023012', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1440637184242749464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-19T09:37:50.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1471514003510399059', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'AAPL last price - 274.36, close - 275.5, bid - 274.29\nSOFI last price - 20.52, close - 20.55, bid - 20.51\nTSLA last price - 431.51, close - 428.27, bid - 431.41\nNVDA last price - 192.97, close - 190.05, bid - 192.45\nAMD last price - nan, close - nan, bid - nan', 'components': [], 'channel_type': 0, 'channel_id': '1440473315608363060', 'author': {'username': 'test?', 'public_flags': 0, 'primary_guild': None, 'id': '1440635833840439366', 'global_name': None, 'display_name_styles': None, 'discriminator': '2603', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1440473314987610134'}}
[2026-02-12 14:31:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-12 14:31:32] [DEBUG   ] discord.client: Dispatching event message
[2026-02-12 14:31:32] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440473315608363060/messages with {"content":"AAPL last price - 274.36, close - 275.5, bid - 274.29\nSOFI last price - 20.52, close - 20.55, bid - 20.51\nTSLA last price - 431.51, close - 428.27, bid - 431.41\nNVDA last price - 192.97, close - 190.05, bid - 192.45\nAMD last price - nan, close - nan, bid - nan","components":[],"nonce":"10979674216135023012","enforce_nonce":true,"tts":false} has returned 200
